time,event,pid,old_queue,new_queue,detail
272,behavior_demotion,3,0,1,cpu_intensity_score=1.00
272,aging_promotion,12,1,0,aging_score trigger 8.00
273,behavior_demotion,12,0,1,cpu_intensity_score=1.00
273,aging_promotion,6,1,0,aging_score trigger 8.00
274,behavior_demotion,6,0,1,cpu_intensity_score=1.00
276,behavior_demotion,18,1,2,cpu_intensity_score=1.00
276,aging_promotion,18,2,1,aging_score trigger 8.00
276,aging_promotion,2,1,0,aging_score trigger 8.00
277,behavior_demotion,2,0,1,cpu_intensity_score=1.00
277,aging_promotion,27,1,0,aging_score trigger 8.00
278,behavior_demotion,27,0,1,cpu_intensity_score=1.00
278,aging_promotion,30,1,0,aging_score trigger 8.00
279,behavior_demotion,30,0,1,cpu_intensity_score=1.00
280,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=17,avg_resp=0.00
281,behavior_demotion,24,1,2,cpu_intensity_score=1.00
283,behavior_demotion,15,1,2,cpu_intensity_score=1.00
283,aging_promotion,15,2,1,aging_score trigger 8.00
284,aging_promotion,24,2,1,aging_score trigger 8.00
285,behavior_demotion,21,1,2,cpu_intensity_score=1.00
285,aging_promotion,9,1,0,aging_score trigger 8.00
286,behavior_demotion,9,0,1,cpu_intensity_score=1.00
288,aging_promotion,21,2,1,aging_score trigger 8.00
289,behavior_demotion,26,1,2,cpu_intensity_score=1.00
291,behavior_demotion,14,1,2,cpu_intensity_score=1.00
291,aging_promotion,14,2,1,aging_score trigger 8.00
291,aging_promotion,3,1,0,aging_score trigger 8.00
292,behavior_demotion,3,0,1,cpu_intensity_score=1.00
292,aging_promotion,26,2,1,aging_score trigger 8.00
292,aging_promotion,12,1,0,aging_score trigger 8.00
293,behavior_demotion,12,0,1,cpu_intensity_score=1.00
293,aging_promotion,6,1,0,aging_score trigger 8.00
294,behavior_demotion,6,0,1,cpu_intensity_score=1.00
296,behavior_demotion,18,1,2,cpu_intensity_score=1.00
296,aging_promotion,2,1,0,aging_score trigger 8.00
297,behavior_demotion,2,0,1,cpu_intensity_score=1.00
297,aging_promotion,18,2,1,aging_score trigger 8.00
297,aging_promotion,27,1,0,aging_score trigger 8.00
298,behavior_demotion,27,0,1,cpu_intensity_score=1.00
298,aging_promotion,30,1,0,aging_score trigger 8.00
299,behavior_demotion,30,0,1,cpu_intensity_score=1.00
300,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=14,avg_resp=0.00
301,behavior_demotion,15,1,2,cpu_intensity_score=1.00
303,behavior_demotion,24,1,2,cpu_intensity_score=1.00
305,behavior_demotion,9,1,2,cpu_intensity_score=1.00
307,behavior_demotion,21,1,2,cpu_intensity_score=1.00
307,aging_promotion,15,2,1,aging_score trigger 8.00
307,aging_promotion,24,2,1,aging_score trigger 8.00
308,aging_promotion,9,2,1,aging_score trigger 8.00
309,behavior_demotion,14,1,2,cpu_intensity_score=1.00
311,behavior_demotion,3,1,2,cpu_intensity_score=1.00
311,aging_promotion,21,2,1,aging_score trigger 8.00
311,aging_promotion,26,1,0,aging_score trigger 8.00
312,behavior_demotion,26,0,1,cpu_intensity_score=1.00
312,aging_promotion,12,1,0,aging_score trigger 8.00
313,behavior_demotion,12,0,1,cpu_intensity_score=1.00
313,aging_promotion,6,1,0,aging_score trigger 8.00
314,behavior_demotion,6,0,1,cpu_intensity_score=1.00
314,aging_promotion,3,2,1,aging_score trigger 8.00
315,aging_promotion,14,2,1,aging_score trigger 8.00
316,aging_promotion,18,1,0,aging_score trigger 8.00
317,behavior_demotion,18,0,1,cpu_intensity_score=1.00
317,aging_promotion,27,1,0,aging_score trigger 8.00
318,behavior_demotion,27,0,1,cpu_intensity_score=1.00
318,aging_promotion,30,1,0,aging_score trigger 8.00
319,behavior_demotion,30,0,1,cpu_intensity_score=1.00
320,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=13,avg_resp=0.00
321,behavior_demotion,15,1,2,cpu_intensity_score=1.00
323,behavior_demotion,24,1,2,cpu_intensity_score=1.00
325,behavior_demotion,9,1,2,cpu_intensity_score=1.00
327,behavior_demotion,21,1,2,cpu_intensity_score=1.00
330,behavior_demotion,12,1,2,cpu_intensity_score=1.00
332,behavior_demotion,6,1,2,cpu_intensity_score=1.00
333,aging_promotion,15,2,1,aging_score trigger 8.00
333,aging_promotion,24,2,1,aging_score trigger 8.00
334,behavior_demotion,3,1,2,cpu_intensity_score=1.00
334,aging_promotion,9,2,1,aging_score trigger 8.00
334,aging_promotion,14,1,0,aging_score trigger 8.00
335,behavior_demotion,14,0,1,cpu_intensity_score=1.00
335,aging_promotion,3,2,1,aging_score trigger 8.00
337,behavior_demotion,18,1,2,cpu_intensity_score=1.00
337,aging_promotion,21,2,1,aging_score trigger 8.00
337,aging_promotion,18,2,1,aging_score trigger 8.00
337,aging_promotion,27,1,0,aging_score trigger 8.00
338,behavior_demotion,27,0,1,cpu_intensity_score=1.00
338,aging_promotion,12,2,1,aging_score trigger 8.00
338,aging_promotion,6,2,1,aging_score trigger 8.00
338,aging_promotion,30,1,0,aging_score trigger 8.00
339,behavior_demotion,30,0,1,cpu_intensity_score=1.00
340,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=12,avg_resp=0.00
341,behavior_demotion,15,1,2,cpu_intensity_score=1.00
343,behavior_demotion,24,1,2,cpu_intensity_score=1.00
345,behavior_demotion,9,1,2,cpu_intensity_score=1.00
348,behavior_demotion,3,1,2,cpu_intensity_score=1.00
350,behavior_demotion,21,1,2,cpu_intensity_score=1.00
352,behavior_demotion,18,1,2,cpu_intensity_score=1.00
354,behavior_demotion,27,1,2,cpu_intensity_score=1.00
356,behavior_demotion,12,1,2,cpu_intensity_score=1.00
358,behavior_demotion,6,1,2,cpu_intensity_score=1.00
358,aging_promotion,15,2,1,aging_score trigger 8.00
358,aging_promotion,30,1,0,aging_score trigger 8.00
359,behavior_demotion,30,0,1,cpu_intensity_score=1.00
359,aging_promotion,24,2,1,aging_score trigger 8.00
359,aging_promotion,6,2,1,aging_score trigger 8.00
360,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=11,avg_resp=0.00
360,aging_promotion,9,2,1,aging_score trigger 8.00
361,behavior_demotion,15,1,2,cpu_intensity_score=1.00
361,aging_promotion,3,2,1,aging_score trigger 8.00
362,aging_promotion,12,2,1,aging_score trigger 8.00
363,behavior_demotion,30,1,2,cpu_intensity_score=1.00
363,aging_promotion,21,2,1,aging_score trigger 8.00
363,aging_promotion,18,2,1,aging_score trigger 8.00
363,aging_promotion,27,2,1,aging_score trigger 8.00
365,behavior_demotion,24,1,2,cpu_intensity_score=1.00
367,behavior_demotion,6,1,2,cpu_intensity_score=1.00
369,behavior_demotion,9,1,2,cpu_intensity_score=1.00
372,behavior_demotion,12,1,2,cpu_intensity_score=1.00
374,behavior_demotion,21,1,2,cpu_intensity_score=1.00
376,behavior_demotion,18,1,2,cpu_intensity_score=1.00
378,behavior_demotion,27,1,2,cpu_intensity_score=1.00
380,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=10,avg_resp=0.00
381,aging_promotion,30,2,1,aging_score trigger 8.00
382,aging_promotion,24,2,1,aging_score trigger 8.00
384,aging_promotion,6,2,1,aging_score trigger 8.00
385,aging_promotion,9,2,1,aging_score trigger 8.00
388,aging_promotion,12,2,1,aging_score trigger 8.00
389,aging_promotion,21,2,1,aging_score trigger 8.00
389,aging_promotion,18,2,1,aging_score trigger 8.00
389,aging_promotion,27,2,1,aging_score trigger 8.00
390,behavior_demotion,15,2,3,cpu_intensity_score=1.00
392,behavior_demotion,30,1,2,cpu_intensity_score=1.00
392,aging_promotion,15,3,2,aging_score trigger 8.00
394,behavior_demotion,24,1,2,cpu_intensity_score=1.00
396,behavior_demotion,6,1,2,cpu_intensity_score=1.00
398,behavior_demotion,9,1,2,cpu_intensity_score=1.00
400,behavior_demotion,12,1,2,cpu_intensity_score=1.00
400,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=5,avg_resp=0.00
402,behavior_demotion,21,1,2,cpu_intensity_score=1.00
404,behavior_demotion,18,1,2,cpu_intensity_score=1.00
406,behavior_demotion,27,1,2,cpu_intensity_score=1.00
408,aging_promotion,24,2,1,aging_score trigger 8.00
410,aging_promotion,6,2,1,aging_score trigger 8.00
411,aging_promotion,15,2,1,aging_score trigger 8.00
411,aging_promotion,9,2,1,aging_score trigger 8.00
414,aging_promotion,12,2,1,aging_score trigger 8.00
415,aging_promotion,21,2,1,aging_score trigger 8.00
415,aging_promotion,18,2,1,aging_score trigger 8.00
415,aging_promotion,27,2,1,aging_score trigger 8.00
418,behavior_demotion,30,2,3,cpu_intensity_score=1.00
419,aging_promotion,30,3,2,aging_score trigger 8.00
420,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=5,avg_resp=0.00
422,behavior_demotion,6,1,2,cpu_intensity_score=1.00
424,behavior_demotion,15,1,2,cpu_intensity_score=1.00
426,behavior_demotion,9,1,2,cpu_intensity_score=1.00
428,behavior_demotion,12,1,2,cpu_intensity_score=1.00
430,behavior_demotion,21,1,2,cpu_intensity_score=1.00
432,behavior_demotion,18,1,2,cpu_intensity_score=1.00
434,behavior_demotion,27,1,2,cpu_intensity_score=1.00
436,aging_promotion,6,2,1,aging_score trigger 8.00
437,aging_promotion,15,2,1,aging_score trigger 8.00
437,aging_promotion,9,2,1,aging_score trigger 8.00
438,aging_promotion,27,2,1,aging_score trigger 8.00
440,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=8,avg_resp=0.00
440,aging_promotion,12,2,1,aging_score trigger 8.00
441,aging_promotion,21,2,1,aging_score trigger 8.00
441,aging_promotion,18,2,1,aging_score trigger 8.00
446,behavior_demotion,30,2,3,cpu_intensity_score=1.00
448,behavior_demotion,6,1,2,cpu_intensity_score=1.00
450,behavior_demotion,15,1,2,cpu_intensity_score=1.00
452,behavior_demotion,9,1,2,cpu_intensity_score=1.00
454,behavior_demotion,27,1,2,cpu_intensity_score=1.00
455,aging_promotion,30,3,2,aging_score trigger 8.00
456,behavior_demotion,12,1,2,cpu_intensity_score=1.00
458,behavior_demotion,21,1,2,cpu_intensity_score=1.00
460,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=8,avg_resp=0.00
463,aging_promotion,15,2,1,aging_score trigger 8.00
463,aging_promotion,9,2,1,aging_score trigger 8.00
464,aging_promotion,27,2,1,aging_score trigger 8.00
466,aging_promotion,12,2,1,aging_score trigger 8.00
467,behavior_demotion,9,1,2,cpu_intensity_score=1.00
467,aging_promotion,21,2,1,aging_score trigger 8.00
469,behavior_demotion,27,1,2,cpu_intensity_score=1.00
473,behavior_demotion,21,1,2,cpu_intensity_score=1.00
480,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=6,avg_resp=0.00
485,behavior_demotion,30,2,3,cpu_intensity_score=1.00
485,aging_promotion,9,2,1,aging_score trigger 8.00
486,aging_promotion,30,3,2,aging_score trigger 8.00
487,behavior_demotion,9,1,2,cpu_intensity_score=1.00
487,aging_promotion,27,2,1,aging_score trigger 8.00
489,behavior_demotion,27,1,2,cpu_intensity_score=1.00
500,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=3,avg_resp=0.00
501,behavior_demotion,21,2,3,cpu_intensity_score=1.00
503,aging_promotion,21,3,2,aging_score trigger 8.00
508,aging_promotion,27,2,1,aging_score trigger 8.00
517,behavior_demotion,9,2,3,cpu_intensity_score=1.00
517,aging_promotion,9,3,2,aging_score trigger 8.00
519,behavior_demotion,27,1,2,cpu_intensity_score=1.00
520,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=4,avg_resp=0.00
540,quantum_adjust,-1,-1,-1,Q0=1,Q1=2,Q2=12,Q3=24,aging_trigger=8.0,window_cs=2,avg_resp=0.00
543,behavior_demotion,27,2,3,cpu_intensity_score=1.00
